file,file_n,hog_idx,nodes,edges,finished,global_start_unix,global_start_readable,init_finish_unix,init_finish_readable,effective_start_unix,effective_start_readable,effective_end_unix_estimated,effective_end_readable_estimated,sdp_duration_seconds,sdp_duration_human,duration_so_far_seconds,duration_so_far_human,duration_seconds_for_sorting,duration_label,cache_save_seconds,abnormal
sdp_n50_rep1_seednone.log,50,50,12,20,True,1782728755.9118905,2026-06-29 12:25:55 CEST,1782728755.9256673,2026-06-29 12:25:55 CEST,1782728755.9282188,2026-06-29 12:25:55 CEST,1782764752.2482188,2026-06-29 22:25:52 CEST,35996.32,9h 59m 56s,,,35996.32,9h 59m 56s,0.0153,
sdp_n51_rep1_seednone.log,51,51,12,27,True,1782728757.1146061,2026-06-29 12:25:57 CEST,1782728757.1337457,2026-06-29 12:25:57 CEST,1782728757.1370356,2026-06-29 12:25:57 CEST,1782764363.1170356,2026-06-29 22:19:23 CEST,35605.98,9h 53m 26s,,,35605.98,9h 53m 26s,0.0227,
sdp_n52_rep1_seednone.log,52,52,12,24,True,1782728759.37219,2026-06-29 12:25:59 CEST,1782728759.3857417,2026-06-29 12:25:59 CEST,1782728759.3887246,2026-06-29 12:25:59 CEST,1782764623.5487247,2026-06-29 22:23:43 CEST,35864.16,9h 57m 44s,,,35864.16,9h 57m 44s,0.0223,
sdp_n53_rep1_seednone.log,53,53,12,24,True,1782728760.6054285,2026-06-29 12:26:00 CEST,1782728760.6103008,2026-06-29 12:26:00 CEST,1782728760.613742,2026-06-29 12:26:00 CEST,1782764760.903742,2026-06-29 22:26:00 CEST,36000.29,10h 0m 0s,,,36000.29,10h 0m 0s,0.0225,
sdp_n54_rep1_seednone.log,54,54,12,36,True,1782728763.7880971,2026-06-29 12:26:03 CEST,1782728763.7987852,2026-06-29 12:26:03 CEST,1782728763.8018463,2026-06-29 12:26:03 CEST,1782764609.3518462,2026-06-29 22:23:29 CEST,35845.55,9h 57m 26s,,,35845.55,9h 57m 26s,0.0257,
sdp_n55_rep1_seednone.log,55,55,12,36,True,1782728765.771466,2026-06-29 12:26:05 CEST,1782728765.7843313,2026-06-29 12:26:05 CEST,1782728765.787848,2026-06-29 12:26:05 CEST,1782764800.487848,2026-06-29 22:26:40 CEST,36034.7,10h 0m 35s,,,36034.7,10h 0m 35s,0.0196,
sdp_n56_rep1_seednone.log,56,56,13,22,True,1782728768.1352017,2026-06-29 12:26:08 CEST,1782728768.1383147,2026-06-29 12:26:08 CEST,1782728768.1414247,2026-06-29 12:26:08 CEST,1782801800.0714247,2026-06-30 08:43:20 CEST,73031.93,20h 17m 12s,,,73031.93,20h 17m 12s,0.0296,
sdp_n57_rep1_seednone.log,57,57,13,31,True,1782728769.515666,2026-06-29 12:26:09 CEST,1782728769.53254,2026-06-29 12:26:09 CEST,1782728769.535236,2026-06-29 12:26:09 CEST,1782801336.0752358,2026-06-30 08:35:36 CEST,72566.54,20h 9m 27s,,,72566.54,20h 9m 27s,0.036,
sdp_n58_rep1_seednone.log,58,58,13,43,True,1782728773.0792115,2026-06-29 12:26:13 CEST,1782728773.0979528,2026-06-29 12:26:13 CEST,1782728773.1012383,2026-06-29 12:26:13 CEST,1782801825.1012383,2026-06-30 08:43:45 CEST,73052.0,20h 17m 32s,,,73052.0,20h 17m 32s,0.0275,
sdp_n59_rep1_seednone.log,59,59,13,26,True,1782735781.6144044,2026-06-29 14:23:01 CEST,1782735781.621414,2026-06-29 14:23:01 CEST,1782735781.6253493,2026-06-29 14:23:01 CEST,1782807384.1353493,2026-06-30 10:16:24 CEST,71602.51,19h 53m 23s,,,71602.51,19h 53m 23s,0.0359,
sdp_n60_rep1_seednone.log,60,60,13,22,True,1782735909.546041,2026-06-29 14:25:09 CEST,1782735909.5550134,2026-06-29 14:25:09 CEST,1782735909.558543,2026-06-29 14:25:09 CEST,1782807131.108543,2026-06-30 10:12:11 CEST,71221.55,19h 47m 2s,,,71221.55,19h 47m 2s,0.0262,
sdp_n61_rep1_seednone.log,61,61,13,30,True,1782735947.3971994,2026-06-29 14:25:47 CEST,1782735947.4179568,2026-06-29 14:25:47 CEST,1782735947.4214916,2026-06-29 14:25:47 CEST,1782806948.0314915,2026-06-30 10:09:08 CEST,71000.61,19h 43m 21s,,,71000.61,19h 43m 21s,0.0522,
sdp_n62_rep1_seednone.log,62,62,13,26,True,1782735959.7115269,2026-06-29 14:25:59 CEST,1782735959.7297773,2026-06-29 14:25:59 CEST,1782735959.7330394,2026-06-29 14:25:59 CEST,1782807832.1430395,2026-06-30 10:23:52 CEST,71872.41,19h 57m 52s,,,71872.41,19h 57m 52s,0.0284,
sdp_n63_rep1_seednone.log,63,63,13,26,True,1782736000.0740175,2026-06-29 14:26:40 CEST,1782736000.0794923,2026-06-29 14:26:40 CEST,1782736000.0825863,2026-06-29 14:26:40 CEST,1782807561.6825862,2026-06-30 10:19:21 CEST,71561.6,19h 52m 42s,,,71561.6,19h 52m 42s,0.0248,
sdp_n64_rep1_seednone.log,64,64,13,39,True,1782736001.3115098,2026-06-29 14:26:41 CEST,1782736001.3224812,2026-06-29 14:26:41 CEST,1782736001.3254774,2026-06-29 14:26:41 CEST,1782806620.9754775,2026-06-30 10:03:40 CEST,70619.65,19h 37m 0s,,,70619.65,19h 37m 0s,0.0301,
sdp_n65_rep1_seednone.log,65,65,13,39,True,1782736032.527681,2026-06-29 14:27:12 CEST,1782736032.5417101,2026-06-29 14:27:12 CEST,1782736032.5452564,2026-06-29 14:27:12 CEST,1782806624.2452564,2026-06-30 10:03:44 CEST,70591.7,19h 36m 32s,,,70591.7,19h 36m 32s,0.0371,
sdp_n66_rep1_seednone.log,66,66,14,20,False,1782736120.3965569,2026-06-29 14:28:40 CEST,1782736120.41353,2026-06-29 14:28:40 CEST,1782736120.4215803,2026-06-29 14:28:40 CEST,,,,,77245.20820879936,21h 27m 25s,77245.20820879936,21h 27m 25s so far,,unfinished
sdp_n67_rep1_seednone.log,67,67,14,46,False,1782745174.6793318,2026-06-29 16:59:34 CEST,1782745174.690063,2026-06-29 16:59:34 CEST,1782745174.6938808,2026-06-29 16:59:34 CEST,,,,,68190.93590831757,18h 56m 31s,68190.93590831757,18h 56m 31s so far,,unfinished
sdp_n68_rep1_seednone.log,68,68,14,66,False,1782745340.1641393,2026-06-29 17:02:20 CEST,1782745340.1676917,2026-06-29 17:02:20 CEST,1782745340.170999,2026-06-29 17:02:20 CEST,,,,,68025.45879006386,18h 53m 45s,68025.45879006386,18h 53m 45s so far,,unfinished
sdp_n69_rep1_seednone.log,69,69,14,21,False,1782745408.163816,2026-06-29 17:03:28 CEST,1782745408.1675828,2026-06-29 17:03:28 CEST,1782745408.1714425,2026-06-29 17:03:28 CEST,,,,,67957.4583466053,18h 52m 37s,67957.4583466053,18h 52m 37s so far,,unfinished
sdp_n70_rep1_seednone.log,70,70,14,28,False,1782745416.9883142,2026-06-29 17:03:36 CEST,1782745417.0059912,2026-06-29 17:03:37 CEST,1782745417.0094364,2026-06-29 17:03:37 CEST,,,,,67948.62035274506,18h 52m 29s,67948.62035274506,18h 52m 29s so far,,unfinished
sdp_n71_rep1_seednone.log,71,71,14,35,False,1782745515.1864831,2026-06-29 17:05:15 CEST,1782745515.2055619,2026-06-29 17:05:15 CEST,1782745515.20957,2026-06-29 17:05:15 CEST,,,,,67850.42021918297,18h 50m 50s,67850.42021918297,18h 50m 50s so far,,unfinished
sdp_n72_rep1_seednone.log,72,72,14,24,False,1782745581.1457772,2026-06-29 17:06:21 CEST,1782745581.1494257,2026-06-29 17:06:21 CEST,1782745581.1520596,2026-06-29 17:06:21 CEST,,,,,67784.47772955894,18h 49m 44s,67784.47772955894,18h 49m 44s so far,,unfinished
sdp_n73_rep1_seednone.log,73,73,14,33,False,1782745609.1403193,2026-06-29 17:06:49 CEST,1782745609.1463032,2026-06-29 17:06:49 CEST,1782745609.1493182,2026-06-29 17:06:49 CEST,,,,,67756.48047089577,18h 49m 16s,67756.48047089577,18h 49m 16s so far,,unfinished
sdp_n74_rep1_seednone.log,74,74,14,28,False,1782745639.8833194,2026-06-29 17:07:19 CEST,1782745639.8886063,2026-06-29 17:07:19 CEST,1782745639.8919551,2026-06-29 17:07:19 CEST,,,,,67725.73783397675,18h 48m 46s,67725.73783397675,18h 48m 46s so far,,unfinished
sdp_n75_rep1_seednone.log,75,75,14,28,False,1782745651.719647,2026-06-29 17:07:31 CEST,1782745651.725706,2026-06-29 17:07:31 CEST,1782745651.7292345,2026-06-29 17:07:31 CEST,,,,,67713.90055465698,18h 48m 34s,67713.90055465698,18h 48m 34s so far,,unfinished
sdp_n76_rep1_seednone.log,76,76,14,42,False,1782764374.8695896,2026-06-29 22:19:34 CEST,1782764374.8788521,2026-06-29 22:19:34 CEST,1782764374.8825684,2026-06-29 22:19:34 CEST,,,,,48990.74722075462,13h 36m 31s,48990.74722075462,13h 36m 31s so far,,unfinished
sdp_n77_rep1_seednone.log,77,77,14,42,False,1782764469.9618814,2026-06-29 22:21:09 CEST,1782764469.9746692,2026-06-29 22:21:09 CEST,1782764469.9781754,2026-06-29 22:21:09 CEST,,,,,48895.65161371231,13h 34m 56s,48895.65161371231,13h 34m 56s so far,,unfinished
