run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations
82b94f0d,8,7,1,50.0,False,True,"[1, 1, 1]",3.4999999999919287,,0.37570831803064664,3.8757083180225753,,0.7562357693702586,,,,0.9940338134765625,2026-04-29 18:31:55,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,226.53,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
642be2bc,2,1,2,50.0,False,True,"[1, 1, 1]",0.4999999999997556,,0.498937931556036,0.9989379315557916,,,,,,0.21412992477416992,2026-04-29 18:31:56,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,207.53,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
88f0cde0,5,4,1,100.0,False,True,"[1, 1, 1]",1.9999999990318444,,0.024568940321114008,2.0245689393529585,,0.6914511404893984,,,,0.36356496810913086,2026-04-29 18:32:01,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.11,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
d2f2baa9,9,8,1,50.0,False,True,"[1, 1, 1]",3.9999999999983458,,-0.870055785031977,3.1299442149663688,,0.5456667041433697,,,,6.1042797565460205,2026-04-29 18:32:05,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,299.53,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
8a021e2d,6,5,1,100.0,False,True,"[1, 1, 1]",2.499999998601616,,0.07678351758620883,2.5767835161878248,,0.6882434605202523,,,,0.46840500831604004,2026-04-29 18:32:49,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,212.22,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
58f18c81,10,9,1,50.0,False,True,"[1, 1, 1]",4.499999999816995,,-0.5048276687720179,3.9951723310449774,,0.6138863446596462,,,,45.68225312232971,2026-04-29 18:32:49,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,311.95,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
c8413e7d,3,2,1,200.0,False,True,"[1, 1, 1]",0.9999999999952802,,0.02780389041088216,1.0278038904061624,,0.6852025936041083,,,,0.46886610984802246,2026-04-29 18:32:51,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.17,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
89012d95,3,2,2,50.0,False,True,"[1, 1, 1]",0.9999999998982291,,0.4428640622865624,1.4428640621847915,,0.9619093747898609,,,,0.3111240863800049,2026-04-29 18:32:56,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,206.69,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
d87b2bc0,7,6,1,100.0,False,True,"[1, 1, 1]",2.999999999905015,,-3.0083946885195445e-05,2.99996991595813,,0.6918749806176498,,,,0.7688508033752441,2026-04-29 18:33:35,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,214.05,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
957db161,11,10,1,50.0,False,True,"[1, 1, 1]",4.999999999992854,,-0.2674045785470831,4.732595421445771,,0.6635719884248137,,,,409.65686202049255,2026-04-29 18:38:59,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,472.42,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
437c5227,12,11,1,50.0,False,True,"[1, 1, 1]",5.499999999990642,,1.0034728581601362,6.503472858150778,,0.8240589024519486,,,,3526.9816949367523,2026-04-29 19:31:40,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,1110.58,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
424d284a,8,7,1,100.0,False,True,"[1, 1, 1]",3.499999999990434,,0.9267476962689378,4.426747696259372,,0.8637556480506091,,,,2.6461739540100098,2026-04-29 19:31:46,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,239.47,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
3063f421,2,1,2,100.0,False,True,"[1, 1, 1]",0.4999999999999434,,0.49990740120459953,0.9999074012045429,,,,,,0.5569858551025391,2026-04-29 19:31:50,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.88,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
36e3b85a,4,3,1,200.0,False,True,"[1, 1, 1]",1.4999999999376528,,-4.223710270423453e-11,1.4999999998954157,,0.6339814031679694,,,,0.7429459095001221,2026-04-29 19:31:52,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.98,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
d69333f3,4,3,2,50.0,False,True,"[1, 1, 1]",1.4999999998649924,,0.5929711328874561,2.0929711327524485,,0.8846031837499782,,,,0.4759550094604492,2026-04-29 19:35:35,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.09,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
891a16df,9,8,1,100.0,False,True,"[1, 1, 1]",3.9999999999984683,,0.6272383829612411,4.6272383829597095,,0.8067012522593636,,,,14.093126773834229,2026-04-29 19:40:15,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,294.25,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
