run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,rerun_exclude_finished_instances
6fceee03,4,6,20,200.0,False,True,"[1, 1, 1]",1.9441263174502275,8.215650382226158e-15,1.9441263174502357,,0.6480421058167453,,,,169.59292101860046,2026-04-17 13:50:46,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,224.78,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
f1de5111,8,28,20,100.0,False,True,"[1, 1, 1]",7.833103310170177,7.016609515630989e-14,7.833103310170247,,0.7833103310170247,,,,421.75266909599304,2026-04-17 13:56:12,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,282.39,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
6a1bd986,7,21,15,200.0,False,True,"[1, 1, 1]",5.86268939368864,-1.865174681370263e-14,5.862689393688622,,0.7816919191584829,,,,352.71792483329773,2026-04-17 13:56:19,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,234.2,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
60532575,10,45,20,100.0,False,True,"[1, 1, 1]",12.355614908771622,8.08242361927114e-13,12.35561490877243,,0.8237076605848287,,,,2094.052290201187,2026-04-17 13:59:35,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,389.98,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
afdd5c3a,7,21,20,100.0,False,True,"[1, 1, 1]",5.816362261351235,9.947598300641403e-14,5.816362261351334,,0.7755149681801778,,,,326.1281337738037,2026-04-17 14:09:54,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,217.64,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
429223de,6,15,15,200.0,False,True,"[1, 1, 1]",4.422811017436944,-5.329070518200751e-15,4.422811017436938,,0.7371351695728231,,,,275.14579701423645,2026-04-17 14:10:23,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,201.44,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
3a496b0a,3,3,20,200.0,False,True,"[1, 1, 1]",1.0618105152317303,-2.886579864025407e-15,1.0618105152317274,,0.7078736768211517,,,,166.29216694831848,2026-04-17 16:25:38,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,188.47,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
aa1977bc,5,10,15,200.0,False,True,"[1, 1, 1]",3.1077109476999247,3.552713678800501e-14,3.1077109476999603,,0.7769277369249901,,,,221.71288919448853,2026-04-17 17:05:54,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,197.0,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
3bb3b722,6,15,20,100.0,False,True,"[1, 1, 1]",4.42542386817901,-5.861977570020827e-14,4.425423868178951,,0.7375706446964919,,,,274.1946609020233,2026-04-17 17:06:30,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,201.36,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
388acf3e,9,36,15,100.0,False,True,"[1, 1, 1]",9.937242150056365,-7.105427357601002e-15,9.937242150056358,,0.8281035125046965,,,,551.0473411083221,2026-04-17 17:34:56,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,395.94,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
d8c9008f,10,45,15,100.0,False,True,"[1, 1, 1]",12.436980224711414,-2.0961010704922955e-13,12.436980224711204,,0.829132014980747,,,,1813.985319852829,2026-04-17 17:43:28,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,358.58,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
7c298660,5,10,20,100.0,False,True,"[1, 1, 1]",2.5715092363461682,1.687538997430238e-14,2.571509236346185,,0.6428773090865463,,,,192.68896293640137,2026-04-17 17:47:44,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,224.08,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
04506361,10,45,20,50.0,False,True,"[1, 1, 1]",12.458280278514888,-9.85878045867139e-13,12.458280278513902,,0.8305520185675934,,,,1348.6416282653809,2026-04-17 17:49:40,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,363.34,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
7e770f48,4,6,15,200.0,False,True,"[1, 1, 1]",1.9255142416278177,7.993605777301127e-15,1.9255142416278257,,0.6418380805426086,,,,149.99157309532166,2026-04-17 18:00:11,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,218.39,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
f39eb4bc,9,36,20,50.0,False,True,"[1, 1, 1]",10.09060981843711,8.704148513061227e-14,10.090609818437198,,0.8408841515364331,,,,443.61990213394165,2026-04-17 18:03:39,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,384.61,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
f7dc9c3f,9,36,10,200.0,False,True,"[1, 1, 1]",10.013963662628433,-3.730349362740526e-14,10.013963662628395,,0.8344969718856996,,,,572.5075829029083,2026-04-17 18:07:18,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,375.91,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
63f07e8d,8,28,15,100.0,False,True,"[1, 1, 1]",7.955118822627987,-2.042810365310288e-13,7.9551188226277825,,0.7955118822627782,,,,308.0149357318878,2026-04-17 18:12:31,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,270.61,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
9a94e4f7,8,28,20,50.0,False,True,"[1, 1, 1]",7.974593459674667,-3.632649736573512e-13,7.9745934596743036,,0.7974593459674304,,,,267.13504695892334,2026-04-17 18:13:03,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,277.52,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
5f0df27b,8,28,10,200.0,False,True,"[1, 1, 1]",7.907991874886439,3.739231146937527e-13,7.907991874886813,,0.7907991874886813,,,,289.9085717201233,2026-04-17 18:14:54,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,264.78,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
d1b402e5,4,6,20,100.0,False,True,"[1, 1, 1]",1.7781473046811875,8.215650382226158e-15,1.7781473046811958,,0.5927157682270653,,,,118.96123003959656,2026-04-17 18:21:13,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,222.84,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
5147dcf0,10,45,10,200.0,False,True,"[1, 1, 1]",12.425493751077617,7.425171588693047e-13,12.42549375107836,,0.8283662500718907,,,,2284.5698521137238,2026-04-17 18:21:40,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,367.66,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
c2e7cc9e,7,21,15,100.0,False,True,"[1, 1, 1]",6.108259766716853,-2.930988785010413e-14,6.108259766716824,,0.8144346355622432,,,,231.7702510356903,2026-04-17 18:25:12,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,232.02,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
6d1eaf27,7,21,20,50.0,False,True,"[1, 1, 1]",5.9354828792636445,-4.2721381987576024e-13,5.935482879263217,,0.7913977172350957,,,,204.43669390678406,2026-04-17 18:25:31,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,215.81,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
9dbd06aa,7,21,10,200.0,False,True,"[1, 1, 1]",5.950993828986293,-1.3322676295501878e-13,5.95099382898616,,0.7934658438648213,,,,204.1944968700409,2026-04-17 18:37:09,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,215.97,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
fa89dbc9,11,55,20,50.0,False,True,"[1, 1, 1]",14.956056932902788,7.460698725481052e-14,14.956056932902863,,0.8546318247373065,,,,7863.597002029419,2026-04-17 19:25:42,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,453.86,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
bb586ef6,3,3,15,200.0,False,True,"[1, 1, 1]",1.1151642139236413,3.1086244689504383e-15,1.1151642139236444,,0.7434428092824296,,,,80.13534998893738,2026-04-17 19:30:09,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,215.16,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,False,90,False,True
