run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances
51486216,5,10,5,50.0,False,False,"[1, 1, 1]",,,,1.3877787807814457e-17,,3.469446951953614e-18,,,,124.04683184623718,2026-04-26 18:20:27,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,129.84,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
9f324fc1,3,3,5,100.0,False,False,"[1, 1, 1]",,,,4.163336342344337e-17,,2.7755575615628914e-17,,,,34.391502141952515,2026-04-26 18:20:31,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,139.8,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
50700fb6,10,45,2,100.0,False,False,"[1, 1, 1]",,,,-1.5640266859406893e-14,,-1.042684457293793e-15,,,,158.77111411094666,2026-04-26 18:20:42,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,137.91,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
f60a4f76,6,15,5,50.0,False,False,"[1, 1, 1]",,,,-1.6237011735142914e-15,,-2.706168622523819e-16,,,,79.90022897720337,2026-04-26 18:21:46,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,134.62,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
1b12c205,4,6,5,100.0,False,False,"[1, 1, 1]",,,,-2.0816681711721685e-16,,-6.938893903907228e-17,,,,222.65063977241516,2026-04-26 18:24:57,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,128.88,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
23473e32,7,21,5,50.0,False,False,"[1, 1, 1]",,,,-4.6629367034256575e-15,,-6.217248937900876e-16,,,,246.97619318962097,2026-04-26 18:25:21,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,132.8,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
78f995e9,8,28,5,50.0,False,False,"[1, 1, 1]",,,,4.800847219765814e-16,,4.800847219765814e-17,,,,276.95027017593384,2026-04-26 18:25:56,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,134.67,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
9756c5ef,5,10,5,100.0,False,False,"[1, 1, 1]",,,,5.551115123125783e-16,,1.3877787807814457e-16,,,,86.27901816368103,2026-04-26 18:26:15,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,129.89,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
99afa19d,9,36,5,50.0,False,False,"[1, 1, 1]",,,,-2.817407765420832e-15,,-2.34783980451736e-16,,,,510.8159749507904,2026-04-26 18:29:55,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,142.06,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
6a74ba14,6,15,5,100.0,False,False,"[1, 1, 1]",,,,-6.800116025829084e-16,,-1.133352670971514e-16,,,,2298.5015008449554,2026-04-26 19:03:34,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,150.8,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
b5b35338,10,45,5,50.0,False,False,"[1, 1, 1]",,,,1.439959262938828e-13,,9.599728419592187e-15,,,,3671.308567047119,2026-04-26 19:26:05,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,135.38,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
ee834e47,7,21,5,100.0,False,False,"[1, 1, 1]",,,,-1.2663481374630692e-16,,-1.688464183284092e-17,,,,3629.466590166092,2026-04-26 19:26:10,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,139.86,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
7d69afb1,8,28,5,100.0,False,False,"[1, 1, 1]",,,,1.0148132334464322e-14,,1.0148132334464322e-15,,,,4577.098682880402,2026-04-26 19:42:32,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,135.61,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
4eeebb5c,9,36,5,100.0,False,False,"[1, 1, 1]",,,,1.851123421214851e-14,,1.5426028510123757e-15,,,,4408.93802022934,2026-04-26 19:43:24,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,139.7,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
247f70b7,10,45,5,100.0,False,False,"[1, 1, 1]",,,,1.1129985821867194e-14,,7.419990547911463e-16,,,,5423.964444875717,2026-04-26 20:00:40,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,140.66,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
