run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances
9c523a1f,3,3,5,100.0,False,False,"[1, 1, 1]",,,,8.326672684688674e-17,,5.551115123125783e-17,,,,25.407570123672485,2026-04-26 17:53:24,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,147.23,ADAM,0.01,3,10,0,False,False,True,False,10800,10,complete,False,True,90,True,False,False
c25164ef,6,15,5,50.0,False,False,"[1, 1, 1]",,,,4.0245584642661925e-16,,6.707597440443654e-17,,,,47.029025077819824,2026-04-26 17:53:57,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,133.14,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
c7dfd5cc,4,6,5,100.0,False,False,"[1, 1, 1]",,,,2.498001805406602e-16,,8.326672684688674e-17,,,,69.2202250957489,2026-04-26 17:54:42,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,130.67,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
654be15e,7,21,5,50.0,False,False,"[1, 1, 1]",,,,1.5543122344752192e-15,,2.0724163126336256e-16,,,,91.13275408744812,2026-04-26 17:54:55,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,137.11,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
21918394,8,28,5,50.0,False,False,"[1, 1, 1]",,,,1.6219664500383146e-15,,1.6219664500383146e-16,,,,109.4783399105072,2026-04-26 17:55:22,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,134.58,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
3f9d5d04,5,10,5,100.0,False,False,"[1, 1, 1]",,,,4.0245584642661925e-16,,1.0061396160665481e-16,,,,81.78443503379822,2026-04-26 17:55:28,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,142.2,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
ee564704,9,36,5,50.0,False,False,"[1, 1, 1]",,,,2.0261570199409107e-15,,1.6884641832840922e-16,,,,126.33930897712708,2026-04-26 17:55:54,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,140.69,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
16b241bc,10,45,5,50.0,False,False,"[1, 1, 1]",,,,4.718447854656915e-16,,3.14563190310461e-17,,,,131.67784094810486,2026-04-26 17:57:00,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,136.41,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
fddc4bde,6,15,5,100.0,False,False,"[1, 1, 1]",,,,2.9282132274488504e-15,,4.880355379081417e-16,,,,98.19755578041077,2026-04-26 17:57:46,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,145.03,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
8149184b,7,21,5,100.0,False,False,"[1, 1, 1]",,,,1.457167719820518e-15,,1.942890293094024e-16,,,,161.5723512172699,2026-04-26 17:59:28,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,132.48,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
08a24a60,8,28,5,100.0,False,False,"[1, 1, 1]",,,,2.711719737646945e-14,,2.711719737646945e-15,,,,1337.495493888855,2026-04-26 18:20:14,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,134.11,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
872bf128,9,36,5,100.0,False,False,"[1, 1, 1]",,,,-9.9328097830087e-15,,-8.277341485840584e-16,,,,1588.9450941085815,2026-04-26 18:24:46,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,134.45,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
cdc9534e,10,45,5,100.0,False,False,"[1, 1, 1]",,,,-2.6333102365327932e-14,,-1.7555401576885288e-15,,,,4118.062099933624,2026-04-26 19:26:23,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,136.81,ADAM,0.01,3,10,0,False,False,False,False,10800,10,complete,False,True,90,True,False,False
