file,file_n,hog_idx,nodes,edges,finished,global_start_unix,global_start_readable,init_finish_unix,init_finish_readable,effective_start_unix,effective_start_readable,effective_end_unix_estimated,effective_end_readable_estimated,sdp_duration_seconds,sdp_duration_human,cache_save_seconds,abnormal
sdp_n31_rep1_seednone.log,31,31,10,20,True,1782738114.5375457,2026-06-29 15:01:54 CEST,1782738114.5419927,2026-06-29 15:01:54 CEST,1782738114.5458083,2026-06-29 15:01:54 CEST,1782744062.7758083,2026-06-29 16:41:02 CEST,5948.23,1h 39m 8s,0.0096,
sdp_n32_rep1_seednone.log,32,32,10,30,True,1782738197.795801,2026-06-29 15:03:17 CEST,1782738197.799617,2026-06-29 15:03:17 CEST,1782738197.8030264,2026-06-29 15:03:17 CEST,1782745056.0630264,2026-06-29 16:57:36 CEST,6858.26,1h 54m 18s,0.0099,
sdp_n33_rep1_seednone.log,33,33,10,30,True,1782738250.6792102,2026-06-29 15:04:10 CEST,1782738250.682819,2026-06-29 15:04:10 CEST,1782738250.6863406,2026-06-29 15:04:10 CEST,1782744877.0663407,2026-06-29 16:54:37 CEST,6626.38,1h 50m 26s,0.0108,
sdp_n34_rep1_seednone.log,34,34,11,14,True,1782738721.7661486,2026-06-29 15:12:01 CEST,1782738721.7699394,2026-06-29 15:12:01 CEST,1782738721.7736533,2026-06-29 15:12:01 CEST,1782753954.4736533,2026-06-29 19:25:54 CEST,15232.7,4h 13m 53s,0.0129,
sdp_n35_rep1_seednone.log,35,35,11,25,True,1782738798.5661333,2026-06-29 15:13:18 CEST,1782738798.5698807,2026-06-29 15:13:18 CEST,1782738798.573691,2026-06-29 15:13:18 CEST,1782752787.3736908,2026-06-29 19:06:27 CEST,13988.8,3h 53m 9s,0.0143,
sdp_n36_rep1_seednone.log,36,36,11,34,False,1782740114.8642576,2026-06-29 15:35:14 CEST,1782740114.867881,2026-06-29 15:35:14 CEST,1782740114.87174,2026-06-29 15:35:14 CEST,,,,,,missing sdp_duration
sdp_n37_rep1_seednone.log,37,37,11,22,False,1782740197.3550658,2026-06-29 15:36:37 CEST,1782740197.3592994,2026-06-29 15:36:37 CEST,1782740197.3627315,2026-06-29 15:36:37 CEST,,,,,,missing sdp_duration
sdp_n38_rep1_seednone.log,38,38,11,18,False,1782743402.5336866,2026-06-29 16:30:02 CEST,1782743402.5368173,2026-06-29 16:30:02 CEST,1782743402.5392516,2026-06-29 16:30:02 CEST,,,,,,missing sdp_duration
sdp_n39_rep1_seednone.log,39,39,11,24,False,1782744072.0341256,2026-06-29 16:41:12 CEST,1782744072.0381277,2026-06-29 16:41:12 CEST,1782744072.0421913,2026-06-29 16:41:12 CEST,,,,,,missing sdp_duration
sdp_n40_rep1_seednone.log,40,40,11,22,False,1782744883.0350041,2026-06-29 16:54:43 CEST,1782744883.0388808,2026-06-29 16:54:43 CEST,1782744883.0426555,2026-06-29 16:54:43 CEST,,,,,,missing sdp_duration
sdp_n41_rep1_seednone.log,41,41,11,22,False,1782745065.617478,2026-06-29 16:57:45 CEST,1782745065.6214306,2026-06-29 16:57:45 CEST,1782745065.6251945,2026-06-29 16:57:45 CEST,,,,,,missing sdp_duration
sdp_n42_rep1_seednone.log,42,42,11,33,False,1782752796.8325555,2026-06-29 19:06:36 CEST,1782752796.8361456,2026-06-29 19:06:36 CEST,1782752796.8428035,2026-06-29 19:06:36 CEST,,,,,,missing sdp_duration
sdp_n43_rep1_seednone.log,43,43,11,33,False,1782753960.0921283,2026-06-29 19:26:00 CEST,1782753960.0959864,2026-06-29 19:26:00 CEST,1782753960.0986512,2026-06-29 19:26:00 CEST,,,,,,missing sdp_duration
